text,ai_category,label,ai_reason,extracted_salary,extracted_pos"📢📢THÔNG BÁO TUYỂN  NỮ LỚN TUỔI LÀM TẠI KHO ĐÀ NẴNG
"🏖️ KHÔNG CÒN LÀM VIỆC NHÀM CHÁN: VỪA KIẾM TIỀN VỪA NGẮM BIỂN ĐÀ NẴNG! ☀️
Bạn đang tìm kiếm một công việc Part-time hoặc Full-time có View đẹp và Thu nhập thực tế cao hơn lương cứng?
NHÀ HÀNG HẢI SẢN CAO CẤP ĂN THÔI (290 Võ Nguyên Giáp - Địa điểm đắc địa ngay mặt biển) đang mở cửa chào đón bạn!
🎯 CÔNG VIỆC LÝ TƯỞNG CÓ NHỮNG GÌ?
Vị trí làm việc: Hàng ngày được hít thở không khí biển, giảm stress tối đa.
Thu nhập đột phá: Lương cứng + Tips Khách Cao Cấp + Thưởng (Tổng thu nhập rất cạnh tranh).
Cơ hội học hỏi: Trau dồi kỹ năng giao tiếp và ngoại ngữ (tiếp xúc khách du lịch Quốc tế).
🛠️ CHÚNG TÔI CẦN BỔ SUNG GẤP:
VỊ TRÍ FULL TIME (7h/1 ngày)
 Phục Vụ (Server): 19 người
           Lương từ : 5.5tr/1 tháng (7h/1 ngày)
Tiếp Thực (Runner): 8 người
Lương: 5.5tr/1 tháng (7h/1 ngày)
Lễ Tân (Receptionist): 3 người (Yêu cầu ngoại hình + Tiếng Anh/Hàn cơ bản)
Lương từ : 5.5tr/1 tháng (7h/1 ngày)
Pha Chế : 4 người
Lương từ: 5.5/1 tháng (7h/1 ngày)
CÁC VỊ TRÍ PART - TIME : lương từ 28.000 VNĐ/giờ. Phù hợp cho sinh viên muốn ""cày"" thêm thu nhập ổn định.
📩 ĐỂ LẠI DẤU CHÂN CỦA BẠN TRÊN BÃI BIỂN NÀY!
Đừng bỏ lỡ cơ hội làm việc trong môi trường 5 sao ngay tại Đà Nẵng.
Liên hệ (Zalo/SĐT) : 0795.718.374 (Phòng HCNS)
Hoặc gửi CV về Email: hr.vietnamtreasure@gmail.com
#ViệcLàmPartTimeĐàNẵng #TuyểnDụngĐàNẵng #JobViewBiển #LàmThêmLươngCao #ĂnThôiHảiSản",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường), công việc cụ thể, mức lương hợp lý",5.5tr/tháng,"Phục Vụ, Tiếp Thực, Lễ Tân, Pha Chế (Full Time), CÁC VỊ TRÍ PART - TIME (28.000 VNĐ/giờ)"
"Cần 1 bạn nữ phụ nấu ăn và 2bạn nữ phục vụ cho quán cơm tại địa chỉ 32 Châu Thị Vĩnh Tế.Thời gian từ 7h_14h30,.Lương từ 20k-25k/1h.Thời gian từ 7h_15h30 Lương từ 25k-27k/1h .Tháng nghỉ 1 ngày,ăn trưa tại quán.Công việc cụ thể ib hoặc lh 0988 352 532 .Quán tuyển gấp nên bạn nào có thể đi làm ngay thì tới trực tiếp quán trao đổi và làm thử có lương thử việc nhé",RECRUITMENT,1,"Có địa chỉ cụ thể (Số nhà + Tên đường), công việc cụ thể, mức lương hợp lý, thời gian làm việc rõ ràng",20k-27k/1h,"Phụ nấu ăn, Phục vụ"
"𝐓𝐨𝐧𝐞𝐫 𝐏𝐚𝐝 𝐜𝐚̀ 𝐜𝐡𝐮𝐚 𝐱𝐚𝐧𝐡 𝐠𝐢𝐮́𝐩 𝐭𝐡𝐮 𝐧𝐡𝐨̉ 𝐥𝐨̂̃ 𝐜𝐡𝐚̂𝐧 𝐥𝐨̂𝐧𝐠 𝐒𝐮𝐧𝐠𝐛𝐨𝐨𝐧 𝐄𝐝𝐢𝐭𝐨𝐫 𝐆𝐫𝐞𝐞𝐧 𝐓𝐨𝐦𝐚𝐭𝐨 𝐏𝐨𝐫𝐞 𝐏𝐞𝐞𝐥𝐢𝐧𝐠 𝐉𝐮𝐦𝐛𝐨 𝐏𝐚𝐝 (𝐡𝐨̣̂𝐩 𝟔𝟎 𝐦𝐢𝐞̂́𝐧𝐠) 
𝘎𝘩𝘪𝘦̂̀𝘯 𝘵𝘩𝘶̛̣𝘤 𝘴𝘶̛̣ 𝘮𝘢̂́𝘺 𝘣𝘢̀ 𝘰̛𝘪𝘪𝘪𝘪 ! 𝘏𝘶̃ 𝘯𝘢̀𝘺 𝘹𝘢̀𝘪 đ𝘶̛𝘰̛̣𝘤 𝘤𝘩𝘰 𝘮𝘰̣𝘪 𝘭𝘰𝘢̣𝘪 𝘥𝘢, đ𝘢̣̆𝘤 𝘣𝘪𝘦̣̂𝘵 𝘥𝘢 𝘥𝘢̂̀𝘶, 𝘥𝘢 𝘤𝘰́ 𝘵𝘪̀𝘯𝘩 𝘵𝘳𝘢̣𝘯𝘨 𝘭𝘰̂̃ 𝘤𝘩𝘢̂𝘯 𝘭𝘰̂𝘯𝘨 𝘵𝘰, 𝘮𝘶̣𝘯 đ𝘢̂̀𝘶 đ𝘦𝘯..... 𝘒𝘩𝘰̂𝘯𝘨 𝘤𝘩𝘪̉ 𝘨𝘪𝘶́𝘱 𝘭𝘢̀𝘮 𝘴𝘢̣𝘤𝘩 𝘥𝘢 𝘮𝘰̣̂𝘵 𝘤𝘢́𝘤𝘩 𝘯𝘩𝘦̣ 𝘯𝘩𝘢̀𝘯𝘨, 𝘮𝘢̀ 𝘤𝘰̀𝘯 𝘨𝘪𝘶́𝘱 𝘤𝘢̉𝘪 𝘵𝘩𝘪𝘦̣̂𝘯 𝘵𝘪̀𝘯𝘩 𝘵𝘳𝘢̣𝘯𝘨 𝘭𝘰̂̃ 𝘤𝘩𝘢̂𝘯 𝘭𝘰̂𝘯𝘨 𝘵𝘰 𝘣𝘦̀, 𝘮𝘶̣𝘯 đ𝘢̂̀𝘶 đ𝘦𝘯 𝘷𝘢̀ 𝘣𝘢̃ 𝘯𝘩𝘰̛̀𝘯, đ𝘰̂̀𝘯𝘨 𝘵𝘩𝘰̛̀𝘪 𝘤𝘰̀𝘯 𝘭𝘢̀𝘮 𝘥𝘪̣𝘶 𝘥𝘢 đ𝘦̂̉ 𝘮𝘢𝘯𝘨 𝘭𝘢̣𝘪 𝘭𝘢̀𝘯 𝘥𝘢 𝘴𝘢́𝘯𝘨 𝘬𝘩𝘰̉𝘦 𝘵𝘶̛𝘰̛𝘪 𝘮𝘰̛́𝘪 𝘯𝘶̛̃a
Hãy đến với Snow 94 để tìm được sự lựa chọn ưng ý nhất nhé các nàng😘😘
#myphamdanang
#snow94
#myphamchinhhang
——🎀 SNOW94 COSMETICS 🎀——
Mỹ phẩm chính hãng - uy tín - chất lượng. 
🏡 38 Trưng Nhị. Hải Châu, Đà Nẵng( bên cạnh giày AMEI) 
Tuyển sỉ và Cộng tác viên🍃🍃
👏 Sỉ: 0789744445
👏 Săn sale :https://www.facebook.com/groups/193654749190381/?ref=share_group_link",RECRUITMENT,1,"Có địa chỉ cụ thể (Số nhà + Tên đường + Quận), công việc rõ ràng (Tuyển sỉ và Cộng tác viên), có SĐT liên hệ",,"Cộng tác viên, Tuyển sỉ"
"Cần người phụ làm rau quán bánh xèo, từ 07h00-11h30, làm luôn, tại 15 nguyễn đình chiểu, dt 0905604031",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường), công việc cụ thể, có số điện thoại liên hệ",,Phụ làm rau
"Khách sạn D&C Đà Nẵng
Địa chỉ: 01 Mai Hắc Đế, phường An Hải
Hiện nay, khách sạn đang có nhu cầu tuyển dụng vị trí sau:
Nhân viên Lễ Tân ca đêm
Thời gian làm việc: 22h – 06h30 sáng
Mỗi tuần nghỉ 1 ngày theo sự phân công của khách sạn.
⸻
Yêu cầu công việc
 • Ưu tiên ứng viên có khả năng giao tiếp tiếng Anh tốt và đã có kinh nghiệm trong lĩnh vực khách sạn.
 • Sử dụng thành thạo tin học văn phòng (Outlook, Word, Excel…).
 • Có kinh nghiệm bán phòng trên các OTA (Online Travel Agency), biết sử dụng các phần mềm CMS, PMS… là một lợi thế.
 • Ứng viên chưa có kinh nghiệm, bao gồm sinh viên hoặc người mới tốt nghiệp, sẽ được đào tạo.
Cách thức ứng tuyển
Ứng viên quan tâm vui lòng gửi hồ sơ qua:
📧 Email: sales@d-chotel.com
📱 Zalo: 0905 125 555 (để đặt lịch phỏng vấn)
Lưu ý: Vui lòng không phỏng vấn ứng viên qua điện thoại.",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường), công việc rõ ràng, yêu cầu công việc hợp lý, có thông tin liên hệ rõ ràng",Chưa nêu,Nhân viên Lễ Tân ca đêm
"𝐍𝐡𝐚̀ 𝐡𝐚̀𝐧𝐠 𝐒𝐎𝐇𝐎 𝐛𝐮𝐟𝐟𝐞𝐭 𝐓𝐮𝐲𝐞̂̉𝐧 𝐍𝐡𝐚̂𝐧 𝐯𝐢𝐞̂𝐧 
- 5 nam, 5 nữ phục vụ 
Thời gian: Fulltime 9h - 14h, 16h - 21h. Partime 16h - 23h
💰20k - 25k/ giờ
Tháng nghỉ 4 ngày 26 công
* Hỗ Trợ Cơm Trưa và Tối, Có Chỗ Nghỉ Trưa Tại Nhà Hàng .
* Môi Trường Làm Việc Năng Động
𝐋𝐇 𝐒Đ𝐓 & 𝐙𝐀𝐋𝐎: 0903151714 𝐍𝐄̂́𝐔 Đ𝐔̛𝐎̛̣𝐂 𝐒𝐀̆́𝐏 𝐗𝐄̂́𝐏 Đ𝐈 𝐋𝐀̀𝐌 𝐍𝐆𝐀𝐘.
Địa Chỉ:Nhà Hàng Soho Lô 1+2 Khu Công Viên Đường 2/9 ,Hòa Cường Nam, Hải Châu , Thành Phố Đà Nẵng.",RECRUITMENT,1,"Địa chỉ rõ ràng (Số nhà + Tên đường + Tên khu vực + Tên quận + Tên thành phố), công việc cụ thể, mức lương hợp lý",20k - 25k/ giờ,Phục vụ
"Địa chỉ làm việc: 114 Huyền Trân Công Chúa, phường Hoà Hải, quận Ngũ Hành Sơn, TP. Đà Nẵng
🎯 CẦN NHÂN VIÊN TRANG SỨC – ĐÁ MỸ NGHỆ CA SÁNG
❌ Vị trí: Nhân viên đóng đơn Part-time
⏰ Thời gian làm việc:
• Ca sáng: 7h30 – 12h30
(Xoay ca linh hoạt theo lịch học- hỗ trợ 1-2 buổi chiều xoay ca)
💸 Thu nhập: 22.000đ/giờ + thưởng
👉 Gắn bó >3 tháng được xét tăng lương
🔎 Mô tả công việc:
• Đóng gói sản phẩm theo đơn hàng đã chốt
• Kiểm hàng, nhập tồn, sắp xếp kho gọn gàng
• Hỗ trợ tư vấn bán hàng
🌟 Phúc lợi:
✔ Hỗ trợ ăn uống nhẹ giữa ca
✔ Tham gia team building, hoạt động nội bộ vui vẻ
✔ Môi trường trẻ trung, năng động, làm việc với trang sức & đá quý cao cấp
✔ Thưởng Lễ, Tết, thưởng hiệu suất theo tháng
✅ Yêu cầu:
• Sinh viên năm 2, 3 (ưu tiên đã có kinh nghiệm đi làm)
• Nhanh nhẹn, trung thực, có trách nhiệm
• Tỉ mỉ, chịu khó trong công việc
📲 LH ngay:
➡ Gửi CV hoặc nhắn trực tiếp qua Zalo: 0375 270 025 (Thuý Hằng)
📆 Đi làm ngay sau khi đạt phỏng vấn!",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường + Phường + Quận + TP), công việc rõ ràng, mức lương hợp lý, yêu cầu rõ ràng",22.000đ/giờ,Nhân viên trang sức – Đá Mỹ Nghệ Ca sáng
"BÁNH MÌ GHIỀN
HỆ THỐNG COFFEE, BÁNH MÌ
Tuyển Dụng
🍀 Vị trí: 
• Nhân viên pha chế Coffee 
     🥳  Số lượng: 06
    ⏰ Ca làm: Sáng, chiều, tối
• Nhân viên phục vụ Coffee 
     🥳  Số lượng: 12
    ⏰ Ca làm: Sáng, chiều, tối
 • Nhân viên phục vụ bánh mì
     🥳  Số lượng: 06
    ⏰ Ca làm: Sáng, chiều, tối
💰 Lương:
 • 18.000₫/h-22.000₫/h
📍 Địa chỉ: 11 Yersin, P.Ngũ Hành Sơn, TP Đà Nẵng
📞 Liên hệ: 0935090224 (Trinh)",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường + Phường + TP), công việc rõ ràng, mức lương hợp lý",18.000₫/h-22.000₫/h,"Nhân viên pha chế Coffee, Nhân viên phục vụ Coffee, Nhân viên phục vụ bánh mì"
"Tuyển nhân viên nhà hàng Phố Xưa 1987
Vị Trí: 2 Nam 2 Nữ phục vụ
Lương: 25k/1h
Yêu cầu: Chăm chỉ trung thực, có ngoại hình là một lợi thế :3
Liên hệ: 0774564623
Địa Chỉ: 100 Bùi Tá Hán, Ngũ Hành Sơn, Đà Nẵng",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường + Quận), công việc rõ ràng, mức lương hợp lý",25k/h,Phục vụ
"TUYỂN NV PHỤC VỤ NHÀ HÀNG
-- CA1: 7H- 17H
*** LƯƠNG CƠ BẢN 7 TRIỆU
-- CA2 : 17H- 24H
*** LƯƠNG : 6 TRIỆU 
+++ CHẾ ĐỘ: HỖ TRỢ CƠM CA, TIP CHIA CƯỚI THÁNG, TĂNG LƯƠNG THEO ĐỊNH KỲ
*** YÊU CẦU : CÓ KN, NHANH NHẸN, LÀM ĐC LÂU DÀI
***LÀM TẠI: ĐẶC SẢN ĐÀ NẴNG NĂM HIỀN, 225A NGUYỄN VĂN THOẠI ,SƠN TRÀ
ĐT, ZALO : 0915. 0912150",RECRUITMENT,1,"Địa chỉ rõ ràng (Số nhà + Tên đường + Quận), công việc cụ thể, mức lương hợp lý",7 triệu và 6 triệu,Phụ vụ nhà hàng
"📅 Thời gian:
 • Ca sáng: 9h00 – 16h00
 • Ca tối: 16h00 – 23h00
    •     Ca đêm: 23h - 2h sáng
(Có thể xoay ca linh động cho sinh viên)
🎯 Quyền lợi:
 • Bao ăn, thưởng lễ Tết
 • Xét tăng lương theo năng lực
 • Môi trường làm việc năng động, thân thiện
✅ Yêu cầu:
 • Sức khỏe tốt, trung thực, làm việc lâu dài
 • Tinh thần trách nhiệm, nghiêm túc
📍 Địa điểm: 
CS1: 528 Trưng Nữ Vương - Hải Châu 
CS2:69A Châu Thị Vĩnh Tế – Ngũ Hành Sơn
📞 Liên hệ: 0879 079 999 (Mr. Tuấn)",RECRUITMENT,1,"Có địa chỉ cụ thể (Số nhà + Tên đường), công việc rõ ràng, mức lương không đề cập nhưng có quyền lợi hấp dẫn",,Nhân viên
"💥🎉CAFE SƠN TRÀ TUYỂN DỤNG 
Nhân viên nữ làm xoay ca
* Thời gian:
Ca sáng: 6h- 12h ( mùa mưa 6h30- 12h)
✅Yêu cầu : 
-ngoại hình gọn gàng 
-nhiệt tình và có trách nhiệm trong công việc 
-nhanh nhẹn , trung thực , có tính kĩ luật tốt 
🏠 địa chỉ làm việc : 143 võ văn kiệt 
Liên hệ qua fb  hoặc 0788000234❤️",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường), công việc rõ ràng, yêu cầu hợp lý",,Nhân viên nữ
"Siêu thị FULL MARKET chi nhánh đường NAM KỲ KHỞI NGHĨA (gần khu đô thị FPT) & chi nhánh đường LoseBy
Tuyển nhân viên Ca đêm (22h-6h) (Nam)
Lương : 5tr6+pc
Thử việc 1 tháng
Yêu cầu : Trung thực, cẩn thận, chăm chỉ, sức khỏe tốt, biết một chút Tiếng Anh.
Ưu tiên làm lâu dài, hộ khẩu Quảng Nam - Đà Nẵng
Ứng tuyển inbox trực tiếp, hoặc nt qua zalo  0898808567 (không gọi) (cung cấp thông tin cơ bản, kinh nghiệm làm việc hoặc CV), KHÔNG nhận tn từ nick ảo.",RECRUITMENT,1,"Có địa chỉ cụ thể (đường NAM KỲ KHỞI NGHĨA, LoseBy), tên thương hiệu rõ ràng (FULL MARKET), yêu cầu cung cấp thông tin cơ bản và kinh nghiệm làm việc, không yêu cầu inbox riêng",5tr6,Nhân viên Ca đêm
"CLB Billiards AV8 , 25-27 Châu Thị Vĩnh Tế  , P. Mỹ An , Q . Ngũ Hành Sơn . TP Đà Nẵng
               Tuyển Nhân viên ( Nữ từ 18 - 28t )
– Thu ngân ca tối : từ 18h - 24h ( Xoay Ca Cho Sv )
- Mức lương : 20 - 30k /h + tiền tip + tiền thưởng 
- Có thể Linh Động thời gian cho sinh viên
• Khả năng giao tiếp tốt là một lợi thế.
* QUYỀN LỢI:
_ Lương, Thưởng, 
_ Làm việc trong môi trường thoáng mát , lành mạnh và sạch sẽ.
CHI TIẾT LIÊN HỆ : 📱📱📱 / FB ( hoà )
( Hoặc tới P vấn trực tiếp )",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường + Quận + TP), công việc rõ ràng, mức lương hợp lý","20 - 3,000,000đ/h",Nhân viên (Nữ từ 18 - 28t)
"Kho hàng gia dụng Minh Hải cần tuyển 1 nhân viên nam
Địa chỉ 67 Võ Như Hưng Đà Nẵng
0975797137",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường), công việc rõ ràng",,Nhân viên nam
"Hai Còi cần tuyển 
✅2 nam bếp nướng ( 1 bếp nướng CHÍNH và 1 bếp nướng PHỤ ) 
Thời gian làm việc : 15h-24h 
Lương : Bếp CHÍNH : 8tr-9tr
              Bếp PHỤ : 6tr5-7tr
✅ 5 nhân viên phục vụ ( Nam/ Nữ ) 
Thời gian làm việc : 16h-23h ( có thể làm giờ theo thoả thuận) 
Lương : 4tr-5tr 
Môi trường làm việc thoải mái 
Ưu tiên làm việc lâu dài, thử việc 3 ngày
Lh: 0912876060( hoặc ib cho nick này )
Địa chỉ quán : 27 Ngũ Hành Sơn, phường Ngũ Hành Sơn, tp Đà Nẵng",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường + Phường + TP), công việc rõ ràng, mức lương hợp lý","8tr-9tr (Bếp CHÍNH), 6tr5-7tr (Bếp PHỤ), 4tr-5tr (Nhân viên phục vụ)","Bếp nướng (CHÍNH/PHỤ), Nhân viên phục vụ"
"NHÂN VIÊN FULL-TIME & PART-TIME
Vị trí tuyển dụng:
⦁ 05 Nhân viên phục vụ Full-time hoặc xoay ca
(Chọn 1 trong 3 khung giờ làm việc dưới đây)
Thời gian làm việc:
⦁ Ca sáng: 09h30 – 14h00
⦁ Ca tối: 16h00 – 21h
⦁ Full ngày: 10h00 – 20h30 (có nghỉ giữa ca 2 tiếng)
Quyền lợi:
⦁ Tháng nghỉ 2 ngày có lương, 1 bữa ăn trưa (áp dụng fulltime)
⦁ Môi trường làm việc thân thiện, văn minh
⦁ Cơ hội nâng cao kỹ năng phục vụ và làm việc nhóm
Mô tả công việc:
- Vệ sinh & chuẩn bị khu vực phục vụ khách
- Đón tiếp & phục vụ khách 
- Chăm sóc trong & sau bữa ăn
- Check công việc cuối ca
Yêu cầu:
⦁ Có kinh nghiệm phục vụ là một lợi thế
⦁ Cẩn thận, trung thực, nhanh nhẹn, sạch sẽ
⦁ Có khả năng giao tiếp tiếng Anh cơ bản trong dịch vụ nhà hàng
⦁ Ưu tiên các bạn có lối sống lành mạnh, ăn chay hoặc yêu thích ẩm thực chay
---
Nhà Hàng Chay Vana Vegan 
Địa chỉ: 65-67 Trung Lương 18, P. Hoà Xuân, Q. Cẩm Lệ, TP. Đà Nẵng",RECRUITMENT,1,"Địa chỉ rõ ràng (Số nhà + Tên đường + Tên phường + Quận + Thành phố), công việc cụ thể, mức lương không được đề cập nhưng có quyền lợi rõ ràng",,Nhân viên phục vụ
"Tuyển gấp
- 3 nhân viên giao hàng bằng xe máy
*Công việc: Giao hàng quanh thành phố 
Thời gian làm việc:Sáng 7h30-12h00
Chiều 13h30-17h30.  Chiều chủ Nhật nghĩ. Xăng xe công ty.
Lương 7.5 triệu-9 triệu.
Đóng bảo hiểm xã hội theo quy định. Thưởng lễ và lương tháng 13. 
Yêu cầu: tuổi từ 18-30t, có bằng lái xe 
Làm việc ở : 07 Phạm Xuân Ẩn Hoà Xuân Cẩm lệ Đà Nẵng 
Liên hệ :0973.444.034",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường + Phường + Quận), mức lương hợp lý, có thông tin liên hệ rõ ràng",7.5 triệu - 9 triệu,Nhân viên giao hàng bằng xe máy
"CÔNG TY BẢO VỆ HOÀNG GIA ĐẠI LỘC
CẦN TUYỂN  GẤP 05 NHÂN VIÊN BẢO VỆ
* Đường Quảng Nam Hoà Quý - Đà Nẵng 
- Ca : 12 / 24 ( hoặc 24/24 )
Lương 6.500.000 / 1 tháng
Độ tuổi 20-60t
Địa chỉ nộp hồ sơ: Số 26 Tôn Đức Thắng , Thành Phố Đà Nẵng.
#Hotline liên hệ:  
 0905781599 Mr Chinh
 0904894443  Văn Phòng Tuyển Dụng.",RECRUITMENT,1,"Công ty có tên thương hiệu rõ ràng (Hoàng Gia), địa chỉ cụ thể (Số 26 Tôn Đức Thắng, Đà Nẵng), mức lương hợp lý",6.500.000 / tháng,Nhân viên bảo vệ
"ĐẶC SẢN BÒ LỤI BÉ NA CẦN TUYỂN
1/ Nhân viên phục vụ: 2 nữ, 5 nam
trên 18 tuổi
Yêu cầu: nhiệt tình, trung thực, nhanh nhẹn.
Thời gian:  17h-23h
Xoay ca linh động cho sv
Lương: 17k/h
Cs1: 377/26 hải phòng
Lh: 0705956987
Cs2: 33 phan huy chú",RECRUITMENT,1,"Có địa chỉ cụ thể (Số nhà + Tên đường), công việc rõ ràng, mức lương hợp lý",17k/h,Nhân viên phục vụ
"🤝🤝🤝NHÀ XE TÂN QUANG DŨNG THÀNH LIÊN VẪN ĐANG TUYỂN DỤNG MẠNH NHÂN SỰ ĐÁP ỨNG CHO DỊP CUỐI NĂM VỚI VỊ TRÍ SAU ĐÂY:
1. Nhân viên tài xế tuyến: 20 thành viên
2. Nhân viên phụ xe tuyến: 40 nhân viên
☎️ 0359.124.053 - Zalo Hành chính Nh Sự Tân Quang Dũng (Ms.Quỳnh)
📍Địa chỉ làm việc: 330 Lê Duẩn, Phường Nam Đông Hà, Tỉnh Quảng Trị",RECRUITMENT,1,"Có địa chỉ cụ thể (Số nhà + Tên đường + Phường + Tỉnh), tên nhà xe rõ ràng, thông tin tuyển dụng chi tiết",,"Nhân viên tài xế tuyến, Nhân viên phụ xe tuyến"
"ĐẶC SẢN BÒ LỤI BÉ NA CẦN TUYỂN
1/ Nhân viên phục vụ: 2 nữ, 5 nam
trên 18 tuổi
Yêu cầu: nhiệt tình, trung thực, nhanh nhẹn.
Thời gian:  17h-23h
Lương: 17k/h
Cs1: 377/26 hải phòng
Lh: 0705956987
Cs2: 33 phan huy chú
Lh: 0705956987",RECRUITMENT,1,"Có địa chỉ cụ thể (Số nhà + Tên đường) cho cả 2 cơ sở, mức lương hợp lý, yêu cầu rõ ràng",17k/h,Nhân viên phục vụ
"Hai Còi cần tuyển
✅2 nam bếp nướng ( 1 bếp nướng CHÍNH và 1 bếp nướng PHỤ ) 
Thời gian làm việc : 15h-24h 
Lương : Bếp CHÍNH : 8tr-9tr
              Bếp PHỤ : 6tr5-7tr
✅ 5 nhân viên phục vụ ( Nam/ Nữ ) 
Thời gian làm việc : 16h-23h ( có thể làm giờ theo thoả thuận) 
Lương : 4tr-5tr 
Môi trường làm việc thoải mái 
Ưu tiên làm việc lâu dài,có thể đi làm ngay, bao cơm ăn 1 bữa 
Lh: 0912876060, ib cho nick này hoặc đến  quán để gặp trực tiếp chủ quán( từ 15h trở đi )
Địa chỉ quán : 27 Ngũ Hành Sơn, phường Ngũ Hành Sơn, tp Đà Nẵng",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường + Phường + TP), công việc rõ ràng, mức lương hợp lý","8tr-9tr (Bếp CHÍNH), 6tr5-7tr (Bếp PHỤ), 4tr-5tr (Nhân viên phục vụ)","Bếp nướng (CHÍNH/PHỤ), Nhân viên phục vụ"
"🔔🔔🔔Mango Coffee 182 Huỳnh Văn Nghệ - Hoà Hải- Ngũ Hành Sơn cần tuyển nhân viên Nữ ( Không tuyển Nam)
⏰ Ca sáng : 5h45-11h30
- Cần ca sáng ⏰
- Yêu cầu : Trên 18 tuổi, ngoại hình ưa nhìn, trung thực, nhanh nhẹn, hoạt bát, có kinh nghiệm là một lợi thế .
- Lương : Trao đổi trực tiếp khi phỏng vấn.
- Liên hệ : 0896499286 Chị Linh",RECRUITMENT,1,"Địa chỉ cụ thể (Số nhà + Tên đường + Quận), yêu cầu rõ ràng, mức lương trao đổi trực tiếp khi phỏng vấn",Trao đổi trực tiếp khi phỏng vấn,Nhân viên
"[PEPSI TUYỂN DỤNG]
‼️‼️Suntory PepsiCo tuyển nhân viên trưng bày siêu thị thu nhập khởi điểm đến 11 triệu/tháng (Thưởng gắn bó 6tr/năm)
🌎Khu vực tuyển:
- Đà Nẵng: GO Đà Nẵng (Nam sức khỏe tốt + ưu tiên có kinh nghiệm làm kho vận, trưng bày)
- Đà Nẵng: Minimart Ngũ Hành Sơn + Minimart Hội An và Điện Ngọc (Tuyển nam/nữ)
- Bình Dương: Aeon Midori Park + CVS Thủ Dầu Một (tuyển nam)
- HCM: Siêu thị mini khu vực Củ Chi - Hóc Môn - Quận 12 (Tuyển nam)
- HCM: CoopXtra Long Bình & CVS, Minimart Thủ Đức (Tuyển nam)
- HCM: Emart Gò Vấp (Tuyển nam)
- HCM: Coopxtra Sư Vạn Hạnh - Quận 10 (tuyển nam)
- Hải Phòng: Mega Hải Phòng và siêu thi mini lân cận (tuyển nam)
- Hà Nội: Tops Market Hồ Gươm & Siêu thị mini, cửa hàng tiện lợi (Winmart+, CircleK, Tmart...) ở Quận Hà Đông (Tuyển nam/nữ)
Mô tả công việc:
- Trưng bày sản phẩm
- Kiểm tra hàng hóa, tồn kho
- Triển khai khuyến mãi
Yêu cầu:
- [Từ 20t - 38t trở lại]
- Ưu tiên có kinh nghiệm làm sale/trưng bày, sắp xếp hàng hóa, kho vận
- Thời gian làm việc ở hệ thống siêu thị lớn là ca xoay 8 tiếng - off 1 ngày trong tuần. Đi CVS/Minimart ca hành chính - off chủ nhật
☎️Liên hệ:Zalo( 0705970285)",RECRUITMENT,1,"Công ty có tên thương hiệu rõ ràng (Suntory PepsiCo), có danh sách địa chỉ cụ thể (từng khu vực tuyển dụng), mô tả công việc rõ ràng, yêu cầu hợp lý",11 triệu/tháng,Nhân viên trưng bày siêu thị
"📣TUYỂN GẤP 2 NỮ BÁN HÀNG TẠI 213 NGUYỄN HỮU THỌ -ĐN.
[ Không yêu cầu bằng cấp, chỉ cần có kinh nghiệm bán hàng ]
📍MÔ TẢ CV:
- Bán hàng tại showroom nội thất , đăng bài+ tư vấn online.  
- Time lv: xoay ca theo tuần 7h30-14h30, 13h30-21h , tháng off 2 chủ nhật.  
- Lương: 7-10 triệu (lương sẽ tăng theo thời gian và năng lực).
- Làm việc lâu dài được đóng bảo hiểm, được thưởng lễ Tết, ...  
- Làm việc tại showroom 213 Nguyễn Hữu Thọ- ĐN
❌❌𝐺𝑢̛̉𝑖 𝐶𝑉 𝑞𝑢𝑎 𝑧𝑎𝑙𝑜 𝑠𝑑𝑡 0935.923.287 ℎ𝑜𝑎̣̆𝑐 𝑛𝑜̣̂𝑝 ℎ𝑜̂̀ 𝑠𝑜̛ 𝑡𝑟𝑢̛̣𝑐 𝑡𝑖𝑒̂́𝑝 𝑡𝑎̣𝑖 864 𝑇𝑟𝑎̂̀𝑛 𝐶𝑎𝑜 𝑉𝑎̂𝑛 (𝑔𝑖𝑜̛̀ ℎ𝑎̀𝑛ℎ 𝑐ℎ𝑖́𝑛ℎ)",RECRUITMENT,1,"Địa chỉ rõ ràng (Số nhà + Tên đường), công việc cụ thể, mức lương hợp lý, có thông tin liên hệ trực tiếp (số điện thoại)",7-10 triệu,Bán hàng
