text,is_recruitment,cat_reason,label,legit_reason
"JOB BÁN HÀNG
👉 Công việc: khách cần gì hỗ trợ đó
Sản phẩm: dầu gội sữa tắm sữa rửa mặt hàng tiêu dùng đồ uống...
Thời gian: 8h-17h 
Thu nhập: 8tr/th
- Tháng off 4 ngày chủ nhật ( không yêu cầu kinh nghiệm)
Yêu cầu: thái độ tốt, nghiêm túc trong công việc ( KHÔNG NHẬN SV )
Ib sdt or Zalo 0326495440 ( QL ) để trao đổi công việc",1,"Mô tả công việc bán hàng, yêu cầu thái độ và kinh nghiệm. Có thông tin liên lạc để trao đổi công việc.",0,"Việc nhẹ lương cao (8tr/th), thiếu địa chỉ cụ thể công ty/quán xá, chỉ có số điện thoại liên lạc."
"CÔNG VIỆC BÁN HÀNG - CHỐT ĐƠN - XỬ LÝ ĐƠN HÀNG TẠI CHỖ 
⏰ Thời gian : 8h - 16h30 hàng ngày. tuần nghỉ 1 ngày 
✅ YÊU CẦU: NỮ LÀM LÂU DÀI 
. 22 - 45 tuổi.
• Trung thực,Sạch sẻ, siêng năng,
💼 QUYỀN LỢI:
• 💰💰8 - 12tr/ tháng + thưởng, có sự thăng tiến cao
• Môi trường làm việc chuyên nghiệp, cơ hội phát triển bản thân
LIÊN HỆ SĐT: 0788.595.864 ( GẶP LIÊN )",1,"Mô tả công việc bán hàng, yêu cầu nhân viên, nêu rõ mức lương và quyền lợi.",1,"Việc bán hàng tại quán xá/cửa hàng, có yêu cầu về kinh nghiệm và lương. "
"Hiện tại em cần 2 chị làm việc nghiêm túc tại #Đà_Nẵng
8h đến 16h 45.
8tr/ th 
Gọi em ngay 0935.760.516",1,"Tin đăng tìm người làm việc với thông tin giờ giấc, mức lương và số điện thoại liên lạc.",0,"Thiếu địa chỉ công ty/quán xá, xưng hô 'em' thiếu chuyên nghiệp"
"🔥BỔ SUNG THÊM NAM NỮ LÀM GIỜ HÀNH CHÍNH 
🍄 Khu vực:   ĐÀ NẴNG 
    - Làm từ 7h45h- 16h30 ( nghỉ trưa tiếng rưỡi) 
    - Tuần nghỉ 1ngày  ,lễ tết được nghỉ
    *Yêu cầu:    từ 20t  __50 tuổi  
                        chăm chỉ, chịu khó.
 💰 TN cơ bản:  8,5 triệu đến 12 triệu  + thưởng
☎️  Cần việc gọi trực tiếp sđt ( zalo) 0762533389 để nhận #việc",1,"Tin đăng tìm người làm việc với yêu cầu cụ thể về thời gian, lương và địa điểm.",1,"Việc làm tại quán xá/công ty, có địa chỉ khu vực Đà Nẵng. Mức lương phù hợp thị trường."
"[TUYỂN DỤNG NHÂN VIÊN BÚN ĐẬU CHẤT]
📌 Vị trí: Phụ bếp / Phục vụ bàn
📅 Thời gian:
 • Ca sáng: 9h00 – 16h00
 • Ca tối: 16h00 – 23h00
    •     Ca đêm: 23h - 2h sáng
(Có thể xoay ca linh động cho sinh viên)
🎯 Quyền lợi:
 • Bao ăn, thưởng lễ Tết
 • Xét tăng lương theo năng lực
 • Môi trường làm việc năng động, thân thiện
✅ Yêu cầu:
 • Sức khỏe tốt, trung thực, làm việc lâu dài
 • Tinh thần trách nhiệm, nghiêm túc
📍 Địa điểm: 
Cs1: 528 Trưng Nữ Vương - Hải Châu 
Cs2: 69A Châu Thị Vĩnh Tế – Ngũ Hành Sơn
📞 Liên hệ: 0879 079 999 (Mr. Tuấn)",1,"Tin đăng tuyển dụng nhân viên phụ bếp/phục vụ bàn với thông tin về ca làm việc, quyền lợi và yêu cầu.",1,"Tin tuyển dụng quán bún đậu có địa chỉ cụ thể, mô tả công việc rõ ràng."
"Bún đậu Tràng An 126b đường 2/9 cần tuyển 2 nam ca tối
Thời gian:17h-22h
Lương:20k-22k/h
Liên hệ: zl 0335435023 Chị Thảo",1,Tin tuyển dụng nhân viên ca tối tại quán bún đậu.,1,"Việc công ty/quán xá, có địa chỉ cụ thể."
"🌹 TÌM ĐỒNG ĐỘI LÀM VIỆC TẠI ĐN 🌹
• Khu vực :  Hải Châu, Cẩm Lệ, Thanh Khê
         • Độ tuổi : 24 - 55 tuổi 
         • Ưu tiên : sv ra trường, bộ đội ra quân
🥀 Thời gian :
             Sáng  :  8h00 - 11H00
             Chiều : 13h30 - 16H30
       👉🏻 Buổi trưa có 2h nghỉ ngơi
       👉🏻 Tự sắp xếp theo lịch của bạn
      ❗️  Nghỉ thì báo trước 1 ngày 
💋  Thu nhập : 5 triệu - 10 triệu / Tháng ( trao đổi )   
📍 Trao đổi công việc : 039 3564395",1,"Mô tả công việc cụ thể, yêu cầu độ tuổi, khu vực làm việc, thu nhập và số điện thoại liên lạc.",1,"Tin tuyển dụng công ty/quán xá, có địa chỉ cụ thể khu vực Hải Châu, Cẩm Lệ, Thanh Khê. Mức lương nới lỏng."
"🌼 CẦN NGƯỜI LÀM VIỆC Ở ĐÀ NẴNG 🌼
- Cần nhiều vị trí ( liên hệ ) 
- Thời gian làm việc : 8h00 đến 17h00      
          • Sáng  : 8h00 - 11h30
          • Chiều : 13h30 - 17h00
- Thu Nhập : Fulltime : 8 triệu
                       Partime : 4 triệu 
- Yêu cầu : 20 tuổi trở lên, thái độ tốt, hợp tác và phối hợp làm việc
❌ Không nhận sinh viên 
- ☎️  IB TRỰC TIẾP HOẶC TRAO ĐỔI ZALO               
          0393564395 (chị Thuỷ )",1,"Tin đăng tìm người làm việc với yêu cầu cụ thể về thời gian, thu nhập và vị trí.",0,"Xưng hô thiếu chuyên nghiệp ('chị'), không rõ địa chỉ công ty/quán xá cụ thể."
"Nhà hàng BBQ Hàn Quốc VETERAN 
cs1: 08 Dương Đình Nghệ, 
cs2: 26-28 Phạm Văn Đồng 
Mở thêm chi nhánh, cần tuyển các vị trí sau:
1) Nhân viên phục vụ
- Số lượng: 20 người
- Lương CB: 6 triệu / 26 công ( Thực nhận: trên 8 triệu)
- Thời gian làm việc: 16h-00h, 8 tiếng.
2) Nhân viên phụ bếp 
- Số lượng: 10 người
- Lương CB: 7 triệu / 26 công ( Thực nhận: trên 9 triệu)
- Thời gian làm việc: 15h-00h, 9 tiếng.
3) Nhân viên Service
- Số lượng: 4 người
- Lương CB: 8 triệu / 26 công ( Thực nhận: trên 10 triệu) 
- Thời gian làm việc: 16h-00h, 8 tiếng.
-Yêu cầu: Có ngoại ngữ giao tiếp , có kinh nghiệm ít nhất 1 năm ở lĩnh vực nhà hàng/ khách sạn
* Quyền lợi chung:
- Môi trường hoà đồng, chuyên nghiệp, được đào tạo thường xuyên.  
- Được off 4 ngày/ 1 tháng. Bao ăn 1 buổi/ 1 ngày và phụ cấp tiền ăn
-Được đóng BHXH, BHYT đầy đủ
lh: zalo 0564213784 hoặc inb facebook",1,"Tin đăng rõ ràng tuyển dụng nhân viên cho các vị trí: Nhân viên phục vụ, Nhân viên phụ bếp, Nhân viên Service.",1,"Tin tuyển dụng từ nhà hàng có địa chỉ cụ thể, mô tả công việc rõ ràng. Mức lương phù hợp thị trường."
"TUYỂN NHÂN VIÊN làm việc tại: 560 Ông Ích Khiêm
Thời gian: 17h-22h
Yêu cầu : nữ,từ 18t
Đã từng đi làm quán ăn, biết gọt cắt trái cây , bán hàng
Lương: 20k/h 
Liên hệ Zalo/đt: châu(0765.925.633)",1,"Mô tả rõ vị trí làm việc (làm việc tại quán), yêu cầu nữ từ 18 tuổi, kinh nghiệm gọt cắt trái cây, bán hàng và lương 20k/h.",1,Việc quán xá có địa chỉ cụ thể.
"👉👉Công ty thực phẩm hữu cơ cần người làm tại Đà Nẵng.
👉Công việc: giới thiệu,trưng bày sản phẩm công ty.
👉Thời gian : 8h - 16h30 làm hành chính
👉Khởi điểm : 8tr + (thưởng)
(Chế độ đầy đủ )
Độ tuổi ( 30-50t) ưu tiên Nữ
LH : 0886174034.",1,"Mô tả công việc giới thiệu, trưng bày sản phẩm, yêu cầu độ tuổi và lương.",1,"Việc công ty thực phẩm hữu cơ tại Đà Nẵng, có địa chỉ (mặc dù không cụ thể), lương khởi điểm hợp lý."
"🔥Cần gấp nữ phụ bán hàng tiêu dùng, SP mẹ và bé tại #HoaChâu, #HoàXuân, #CẩmLệ, Đà Nẵng
👉Sáng đi chiều về : 8h - 16h45
👉Độ tuổi: 23t đến 55t
👉Thu nhập đảm bảo : 8tr500~thưởng 
👉Lh: 0906425209 ưu tiên gọi trực tiếp.",1,"Tin tuyển dụng nhân viên bán hàng với thông tin về vị trí, thu nhập và cách liên hệ.",1,"Tin tuyển dụng công ty/quán xá bán hàng tiêu dùng tại Đà Nẵng. Có địa chỉ cụ thể (Hoa Châu, Hòa Xuân, Cẩm Lệ)."
"Cần nam nữ trên 19t hết học bán mỹ phẩm tại hải châu đn.
Làm .7g45 đến 4g ( có xoay ca theo mong muốn)
Tháng nghĩ 4 ngày
Tiền.8tr 
Lh chị .0777541601",1,"Mô tả công việc bán mỹ phẩm, thời gian làm việc và mức lương.  ",0,Việc bán mỹ phẩm thường có mức lương cao hơn bình thường. Tin thiếu địa chỉ công ty/cửa hàng.
"#VIỆCLÀMĐÀNẴNG
ĐẠI LÝ HÀNG TIÊU DÙNG CÁC LOẠI CẦN GẤP 3 NỮ LÀM VIỆC TẠI ĐÀ NẴNG 
👉#Côngviệc: Bán hàng , báo giá, kiểm tra đơn hàng,dọn dẹp và giao hàng cho khách 
#Tuổi 22 tuổi -50 tuổi (nữ)
👉#Yêucầu: vui vẻ, hòa đồng và luôn chịu khó trong công việc 
💲Thu nhập: 8tr /thg + thưởng
⏰#Thờigian: 7h30-11h
                          13h30-17h  CN lễ nghỉ 
☎️: gọi trực tiếp 0774764887  
                        👉không ib👈",1,"Tin đăng tuyển dụng nhân viên bán hàng, báo giá, kiểm tra đơn hàng, dọn dẹp và giao hàng.",1,"Việc công ty/quán xá, có địa chỉ cụ thể (Đà Nẵng) và số điện thoại liên hệ."
"Cần Gấp Nữ Phụ Bán Hàng Tại Kho Đà Nẵng  
TG:  8h-5h ( tháng 8tr) 
LH: 0931.992.167 Được Nhận Việc Ngay",1,Cần tìm người phụ bán hàng tại kho Đà Nẵng,0,"Thiếu địa chỉ cụ thể, xưng hô 'Cần' thiếu chuyên nghiệp"
"🌸 Tết đến nơi rồi, còn lăn tăn gì nữa mà không ""chốt đơn"" bạn ơi
📌 𝐖𝐢𝐧𝐌𝐚𝐫𝐭+ 𝐜𝐚́𝐜 𝐭𝐢̉𝐧𝐡 𝐐𝐮𝐚̉𝐧𝐠 𝐓𝐫𝐢̣ - 𝐇𝐮𝐞̂́ - Đ𝐚̀ 𝐍𝐚̆̃𝐧𝐠 - 𝐐𝐮𝐚̉𝐧𝐠 𝐍𝐚𝐦 tìm đồng đội - ứng tuyển nhận ngay mức thu nhập hấp dẫn - 100% lương thử việc và thưởng KPI cùng ""full"" bộ quyền lợi khác
     1️⃣ 𝐂𝐮̛̉𝐚 𝐡𝐚̀𝐧𝐠 𝐭𝐫𝐮̛𝐨̛̉𝐧𝐠
       - Tốt nghiệp từ THPT
       - Có kinh nghiệm ở vị trí tương đương, đặc biệt ở ngành bán lẻ
     2️⃣ 𝐍𝐡𝐚̂𝐧 𝐯𝐢𝐞̂𝐧 𝐁𝐚́𝐧 𝐡𝐚̀𝐧𝐠
       - Từ đủ 18 - 40t, Không yêu cầu kinh nghiệm
       - Có sức khỏe tốt, yêu thích bán hàng 
       - Có thể làm việc xoay ca sáng - chiều (6h - 14h30; 14h - 22h30)
Ứng tuyển tại 🌐 https://forms.gle/PCUBks44LiZUoyZH9 hoặc gửi CV qua Mail 💌daodtt@winmart.masangroup.com
Liên hệ: ☎️ 0388.187.996 - Trúc Đào",1,Tin đăng tuyển dụng nhân viên cho các vị trí Cửa hàng trung và Nhân viên bán hàng tại WinMart+,1,"Tin tuyển dụng từ công ty WinMart+, có địa chỉ cụ thể, mô tả công việc rõ ràng."
"😍 KFC Lotte Mart Đà Nẵng Tuyển Dụng 😍 
🍗 Làm việc tại: KFC Lotte Mart Đà Nẵng
📍 Địa chỉ: 6 , Nại Nam - Tầng 1 siêu thị Lotte Mart
🍟 Vị trí tuyển dụng : Nhân viên bếp - Nhân viên bán hàng
- 3 Nam
- 3 Nữ
💥Yêu cầu:
-  Nam từ 18 trở lên
-  Tác phong tốt, thân thiện, yêu thích công việc phục vụ khách hàng
-  Sẵn sàng làm việc các ngày cuối tuần, Lễ, Tết.
🕒 Thời gian làm việc:
💡 Làm theo ca linh hoạt (ca xoay)
• Ca sáng: Bắt đầu từ 8h–11h, kết thúc khoảng 13h–14h
• Ca tối: Bắt đầu từ 15h–18h, kết thúc khoảng 23h
• Có thể đăng ký làm cả 2 ca nếu có nhu cầu
✅ Ưu tiên bạn có thể làm vào cuối tuần và các dịp Lễ, Tết
💰 Thu nhập: 24.000-28.000 VNĐ/giờ
• Lương rõ ràng, thanh toán đúng hạn theo quy định
• Môi trường làm việc thân thiện, chuyên nghiệp
• Được đào tạo trước khi bắt đầu công việc
📲 Liên hệ ứng tuyển:
• 💬 inbox trực tiếp
• 📩 Zalo: 0374936608
👉 Vui lòng nhắn tin để đặt lịch phỏng vấn",1,Tin đăng tuyển dụng nhân viên bếp và bán hàng tại KFC Lotte Mart Đà Nẵng.,1,"Tin tuyển dụng từ KFC Lotte Mart Đà Nẵng, có địa chỉ cụ thể, mô tả công việc rõ ràng."
"CẦN 3 CHỊ TRUNG TUỔI LÀM TRƯỚC VÀ SAU TẾT TẠI #HẢICHÂU #THANHKHÊ #CẨMLỆ 
💎8H-17H(NGHỈ TRƯA 2H)💎
☘️8TRIỆU/THÁNG(+THƯỞNG)☘️
LIÊN HỆ SDT/ZALO: 0898.404.935",1,"Tin đăng tìm người làm việc với thông tin về vị trí, giờ giấc và mức lương.",0,"Thiếu địa chỉ cụ thể, xưng hô 'chị' thiếu chuyên nghiệp, phù hợp với mô hình tuyển sỉ/đa cấp."
"𝐍𝐡𝐚̀ 𝐡𝐚̀𝐧𝐠 𝐒𝐎𝐇𝐎 𝐛𝐮𝐟𝐟𝐞𝐭 𝐓𝐮𝐲𝐞̂̉𝐧 𝐍𝐡𝐚̂𝐧 𝐯𝐢𝐞̂𝐧 
- 2 nam phục vụ
Thời gian: Fulltime 9h - 14h, 16h - 21h.
💰20k - 25k/ giờ
Tháng nghỉ 4 ngày 26 công
* Hỗ Trợ Cơm Trưa và Tối, Có Chỗ Nghỉ Trưa Tại Nhà Hàng .
* Môi Trường Làm Việc Năng Động
𝐋𝐇 𝐒Đ𝐓 & 𝐙𝐀𝐋𝐎: 0903151714 𝐍𝐄̂́𝐔 Đ𝐔̛𝐎̛̣𝐂 𝐒𝐀̆́𝐏 𝐗𝐄̂́𝐏 Đ𝐈 𝐋𝐀̀𝐌 𝐍𝐆𝐀𝐘.
Địa Chỉ:Nhà Hàng Soho Lô 1+2 Khu Công Viên Đường 2/9 ,Hòa Cường Nam, Hải Châu , Thành Phố Đà Nẵng.",1,Tin tuyển dụng nhân viên phục vụ tại nhà hàng Soho Buffet.,1,"Tin tuyển dụng nhà hàng có địa chỉ cụ thể, mô tả công việc rõ ràng."
"1 Nam từ 16h-22h
1 Nam từ 17h-23h
-Lương 20-26k/tiếng ( lương cao nếu đã từng đi làm)+ thưởng( chắc chắn có) + 1 buổi ăn tại quán.
- Tháng được off 1 -2 ngày ( có thể nghỉ thêm nếu có việc riêng và báo trước 4 ngày)
*Tạo điều kiện cho các bạn sinh viên làm thêm, nhân viên gắng bó lâu dài có đãi ngộ. Làm đủ 12 tháng được thưởng thêm tháng 13.
*Môi trường làm việc vui vẻ, thoải mái, thân thiện.
Bạn nào có nhu cầu làm việc lâu dài thật sự vui lòng inbox hoặc liên hệ sđt 
0903550903 a.Tín
 Địa chỉ 12 Phan đăng lưu",1,"Mô tả công việc cụ thể (làm từ 16h-22h/17h-23h), lương, đãi ngộ, môi trường làm việc. Có yêu cầu liên hệ.",1,Tin tuyển dụng công ty/quán xá có địa chỉ cụ thể. Mức lương phù hợp thị trường.
"😅 HR CẦN CỨU – TUYỂN 3 TELESALES NGAY TẠI ĐÀ NẴNG!
Các bạn ơi, tôi sắp bị sếp “đuổi việc” thật rồi!
 Trong tháng này mà tôi không tuyển được 3 bạn Telesales không cần kinh nghiệm, thì… thôi, tôi phải rời ghế HR mà thôi 😭
Công việc:
Gọi điện tư vấn, chăm sóc khách hàng tiềm năng
Học hỏi – thử sức với môi trường sales năng động
Không cần kinh nghiệm, sẽ được đào tạo bài bản từ A–Z
Yêu cầu:
Nhanh nhẹn, chịu khó, thích giao tiếp
Có laptop và điện thoại là được
Ai ham học, ham thử thách, tôi xin gửi sổ vàng tín nhiệm ngay
Thu nhập: 6.500.000 – 8.000.000
📍 Địa điểm: 4 Mỹ Đa Tây 9, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng
 📩 Gửi CV & Portfolio (nếu có): 2sgrouprecruitment@gmail.com
 📞 Liên hệ: 0965.205.322 (Ms. Lý – HCNS)
💛 Ai cứu HR này, gia nhập team 2S Group ngay nhé!
Cơ hội học việc – phát triển – kiếm thu nhập và còn giúp tôi khỏi “bay ghế” nữa! 😆",1,"Tin đăng có tiêu đề 'Tuyển 3 Telesales', mô tả công việc và yêu cầu, lương, địa điểm, cách liên hệ. Mục đích rõ ràng là tìm người làm việc.",1,"Tin tuyển dụng rõ ràng địa chỉ công ty, mô tả công việc cụ thể, có số điện thoại liên hệ. Mức lương phù hợp thị trường."
"ĐI LÀM THÁNG 12- TUYỂN DỤNG NHIỀU VỊ TRÍ
- Thợ may, ủi, QC, KCS, tổ trưởng chuyền may, tổ trưởng KCS, Giao nhận, Kho, vận hành máy...
Liên hệ: 0708 047358
email: truongnguyet@rgmdn.com",1,Tin đăng tuyển dụng nhiều vị trí công việc khác nhau.,1,"Tin tuyển dụng công ty/quán xá, thiếu địa chỉ cụ thể nhưng có số điện thoại liên hệ. Mức lương ở Việt Nam rất đa dạng nên không đánh giá là lừa đảo."
"📣📣📣Ở hiền gặp lành vậy ở đâu sẽ gặp được các ứng viên có đủ nhiệt huyết với nghề Môi giới BĐS đây ạ?🥹🥹
💥💥💥Tuyển các CTV về cùng team để bức phá thu nhập🎉🎉🎉
✅️ Nguồn hàng lớn: 3500 sản phẩm ( nhà đất, villa, khách sạn...).❣️
✅️ Không cần bằng cấp, không giới hạn độ tuổi.🌿
✅️Đào tạo từ đầu.🌷🌷
✅️Làm việc cùng team.🌻🌻
✅️Đội ngũ hỗ trợ nhiệt tình.🥰🥰🥰
✅️Hoa hồng cao.🌹🌹
✅️ Thời gian linh hoạt, không gò bó😍😍
✅️Không áp lực về KPI❤️❤️
🌹🌹Chỉ cần kiên trì, chăm chỉ sẽ có kết quả🌹🌹🌹
📌 64 Nguyễn Tất Thành  -  Hội An
📌244 Phan Đăng Lưu - Đà Nẵng
☎️☎️Liên hệ: 0886.768.060 ( Ly Ly ).",1,"Tin tuyển CTV Môi giới BĐS với mô tả công việc, điều kiện làm việc và liên hệ.",1,"Tin tuyển dụng công ty môi giới BĐS, có địa chỉ cụ thể."
"Coffee Gia Lai TUYỂN DỤNG 
Bên mình tìm  2 bạn đứng bán quầy  Coffee Take Away tại Đà Nẵng (khu vực Sơn Trà - Ngũ Hành Sơn)
✅️Yêu cầu đúng giờ
✅️Sẽ được chỉ dẫn trong quá trình làm việc.
✅️Yêu tiên bạn nào nhanh nhẹn, chịu khó, sạch sẽ, có tinh thần học hỏi, có trách nhiệm cao trong công việc. 
❌️Không yêu cầu ngoại hình & kinh nghiệm.
- Ca làm việc (5h30-10h30) hoặc (6h-11h)
- Lương 20k/h (có thưởng doanh thu theo ngày và trách nhiệm công việc)
     Ưu tiên lâu dài
THỰC SỰ CẦN VIỆC LÀM IB 
0984955570(zalo) để trao đổi
Địa chỉ : 269 Chính Hữu- Đà Nẵng",1,Tin đăng có tiêu đề 'Coffee Gia Lai TUYỂN DỤNG' và mô tả rõ ràng về việc tuyển dụng nhân viên bán quầy.,1,Tin tuyển dụng từ quán cafe có địa chỉ cụ thể. Mức lương phù hợp thị trường.
"CẦN TÌM CỘNG SỰ HỢP TÁC CÙNG.
SẢN PHẨM THƯƠNG HIỆU ĐỘC QUYỀN ,NỀN TẢNG DOANH NGHIỆP TRÊN 20 NĂM. 
 VỊ TRÍ : CTV , TƯ VẤN, BÁN HÀNG, 
- MẶT HÀNG : sản phẩm bảo vệ sức khỏe và làm đẹp. 
- ĐỐI TƯỢNG: nữ 22tuoi đến 55tuoi .( mẹ bĩm , làm thêm 1 buổi, kd onl, hoặc muốn kiếm tiền thêm tại nhà, nhân viên văn phòng, người có bằng cấp, hưu trí..vv.. )
- THU NHẬP : thỏa thuận 
- QUYỀN LỢI: được đào tạo nếu chưa có kinh nghiệm , gia tăng kinh tế gia đình. ##không rủi ro, không đầu tư, không đóng , cọc . sẻ được tìm hiểu rõ ràng , minh mạch . 
-YÊY CẦU: cần nghiêm túc,cần tinh thần học hỏi, cần biết lắng nghe, và biết khắc phục lỗi 
⏭️⏭️ QUAN TÂM GỌI SĐT:  0796559535 or messenger Or zalo.",1,"Tin đăng tìm CTV, tư vấn, bán hàng với mục đích tuyển dụng người làm việc.",0,"Việc nhẹ lương thỏa thuận, đối tượng rộng, thiếu địa chỉ cụ thể, xưng hô 'đối tượng' không chuyên nghiệp."
"Tuyển nv phục vụ quán cf, có bao ăn. Hỗ trợ xoay ca. Quan tâm ib c.
Dc 329 lê văn hiến.",1,Tin đăng tìm người phục vụ quán cà phê.,1,Tin tuyển dụng quán cafe có địa chỉ cụ thể.
"‼️‼️ Quán TOKBOKKILY cần tuyển‼️‼️‼️
🔆PHỤ BẾP ( ưu tiên nữ) 🔆
Ca : 9h-14h  và  17h-22h
👌 Yêu cầu: Làm trên 3 tháng, làm được lễ và cuối tuần
👌 Quyền lời:
- Thưởng Tết, lễ. Lương nhân x2,x3
- Bao ăn tại quán.
- Xét tăng lương thường xuyên.
Địa chỉ: 64 an thượng 20 
LH Zalo: 0762679524",1,"Tin tuyển dụng nhân viên phụ bếp với yêu cầu cụ thể về ca làm việc, kinh nghiệm và quyền lợi.",1,Tin tuyển dụng quán xá có địa chỉ cụ thể.
"📣 MÌNH ĐANG CẦN 4 BẠN BÁN MỸ PHẨM VÀ HÀNG TIÊU DÙNG
- Nữ tuổi từ :19t-40t( thái độ tốt - không sv ) 
⏰ Thời gian : - Sáng : 8h -11h30 
                          - Chiều : 13h30 - 17h30 
( trưa nghỉ 2 tiếng , nghỉ lễ ,0ff 2 ngày/1 tháng ) 
💵 Thu nhập : 7- 9TR ( có thưởng ) 
☎ Chi tiết liên hệ hoặc zalo: 0934873175 nhận việc",1,"Tin đăng tìm người bán mỹ phẩm và hàng tiêu dùng. Mô tả rõ ràng thời gian làm việc, thu nhập và cách liên hệ.",0,"Việc bán hàng thường không có địa chỉ cụ thể. Văn phong thiếu chuyên nghiệp, xưng hô 'mình' và mức lương chưa rõ ràng."
"🍀 CẦN THÊM NHÂN SỰ ỔN ĐỊNH – LÂU DÀI 🍀
📌 Vị trí: Hỗ trợ bán hàng & chăm sóc khách hàng
📍 Làm việc tại: Khu vực Hải Châu Đà Nẵng
🕒 Thời gian: Có thể chọn ca hoặc xoay ca
Ca sáng: 8h00 – 11h30
Ca chiều: 13h00 – 16h30
💵 Thu nhập: 7 – 8 triệu/tháng (theo năng lực)
✅ Yêu cầu:
Nam/nữ 22 – 48 tuổi
✅Ưu tiên nhận sv mới ra trường
Không yêu cầu kinh nghiệm, được hướng dẫn khi làm
Siêng năng, chịu khó, mong muốn gắn bó lâu dài
📌LIÊN HỆ SDT : 0798525773 (Zalo Qli ) Nhắn tin trao đổi",1,"Tin đăng có mô tả vị trí làm việc, yêu cầu, thu nhập và liên hệ để ứng tuyển.",1,"Tin tuyển dụng công ty/quán xá, có địa chỉ cụ thể (Khu vực Hải Châu Đà Nẵng), mô tả rõ ràng về công việc và thời gian làm việc."
"TBTD
📍 Địa điểm làm việc
• 01 Huỳnh Lắm- Nam Kì Khởi Nghĩa, NHS, ĐN 
👩‍💼 Vị trí & Mức lương : 
• Nhân viên Pha chế: 18k-20k/h
⏰ Ca làm việc (xoay ca linh hoạt):
Ca 1: 06h00 – 12h00
Ca 2: 12h00 – 18h00
Ca 3: 18h00 – 23h00
✅ Yêu cầu
• Đủ 18 tuổi , CÓ KINH NGHIỆM là một lợi thế
• Chỉ tuyển NỮ 
• Năng động, siêng năng, trách nhiệm, yêu thích môi trường F&B
📲 Ứng tuy.ển ngay : Liên hệ/zalo: 0905332969",1,"Tin đăng tuyển nhân viên Pha chế với yêu cầu cụ thể về vị trí, mức lương, ca làm việc và kinh nghiệm.",1,Tin tuyển dụng quán cafe có địa chỉ cụ thể.
"📣 CẦN BỔ SUNG GẤP NGƯỜI BÁN HÀNG 📣
Làm việc trực tiếp tại khu vực Hải Châu – Thanh Khê_ Hoà Tiến.
🛍️ Công việc:
Bán các mặt hàng đồ uống, mỹ phẩm, hàng tiêu dùng thiết yếu.
(Môi trường thân thiện – ổn định – lâu dài)
🕒 Thời gian:
Sáng: 7h30 – 11h30
Chiều: 13h30 – 17h00
(Nghỉ Chủ nhật)
💰 Thu nhập:
👉 8.000.000đ/tháng + thưởng thêm theo năng lực
🔺 Không nhận sinh viên – ưu tiên người làm lâu dài, siêng năng và trung thực.
📲 Liên hệ ngay nếu bạn thật sự cần việc:
Zalo: 0935 445 387",1,"Tin đăng tuyển người bán hàng với mô tả công việc, thời gian làm việc và mức thu nhập.",1,Tin tuyển dụng công việc bán hàng tại quán xá có địa chỉ cụ thể.
"📣📣BỔ SUNG NHÂN SỰ
🔥 Bạn Là Người Năng Động-Thích Giao Tiếp-Muốn Bứt Phá Thu Nhập🔥
💼Mô tả công việc:
•Tư vấn,chăm sóc khách hàng,giới thiệu tư vấn sản phẩm
•Tuyển dụng,làm việc theo nhóm,được hướng dẫn trực tiếp từ leader kinh nghiệm
     ⏰Thời gian: 
           Sáng: 8h-11h30
           Chiều 13h30-17h
👉Yêu cầu:
•Tuổi 20 trở lên chịu học hỏi (không nhận sinh viên)
•Chưa yêu cầu kinh nghiệm
•Chăm chỉ,có tinh thần cầu tiến,có trách nhiệm trong công việc👈
✊Quyền lợi:
•Thu nhập 7-9 triệu/Tháng💎
•Cơ hội thăng tiến rõ ràng,môi trương năng động,phát triển bản thân
🤚Nghiêm túc cần việc Lh Zalo/Sđt [ 0817881761 ] #vieclamdanang",1,"Tin đăng tuyển dụng nhân viên tư vấn, chăm sóc khách hàng và giới thiệu sản phẩm.",1,"Việc công ty/quán xá, có địa chỉ cụ thể, mức lương trong tầm thường."
"Cần gấp 2 nữ phụ bán hàng tại Hải Châu - Đà Nẵng, tuổi từ 23 - 55t, 8 triệu/thag, làm giờ hành chính, ai thực sự cần việc lh: 0906.425.209",1,"Tin tuyển dụng nhân viên bán hàng với thông tin về vị trí, lương và liên hệ.",1,"Việc công ty/quán xá, có địa chỉ cụ thể tại Hải Châu - Đà Nẵng."
