text,is_recruitment,cat_reason,label,legit_reason,source_file,source
"Nhân viên kinh doanh - Đà Lạt - Lâm Đồng
PHÚC LỢI Chế độ bảo hiểm Phụ cấp Chế độ thưởng Đào tạo Tăng lương Công tác phí Nghỉ phép năm MÔ TẢ CÔNG VIỆC Thực hiện kinh doanh nội địa các mặt hàng chủ lực của công ty: Dịch vụ Xử lí - Cải tạo Đất với công nghệ Nano-Ozone. Hiểu rõ chính sách bán hàng, các chương trình khuyến mãi của Công ty và thông báo đến khách hàng kịp thời, chính xác; Chăm sóc khách hàng cũ, tìm kiếm khách hàng mới. Theo dõi hợp đồng, điều phối việc giao nhận hàng hóa, chứng từ thanh toán & công nợ. Nắm bắt xu hướng diễn biến giá cả thị trường, đối thủ cạnh tranh. Am hiểu tường tận thị trường nông sản & máy móc phụ vụ nông nghiệp CNC. Làm việc chủ yếu tại Lâm Đồng (Đức Trọng - Đơn Dương - Đà Lạt - Lạc Dương), Có bằng B2 là lợi thế. Thời gian làm việc linh động, Thu nhập lũy tiến theo năng lực tổng thu nhập lên đến 350tr/ năm. YÊU CẦU CÔNG VIỆC Nam/Nữ, tuổi: 23 – 30 tuổi Tốt nghiệp các ngành kinh doanh, nông nghiệp hoặc đam mê kinh doanh có hiểu biết về nông nghiệp. Có kinh nghiệm làm tiếp thị/ bán hàng trong ngành hàng nông nghiệp. Kỹ năng: giao tiếp – đàm phán tốt. Lập kế hoạch và quản lý công việc tốt. Trung thực, trách nhiệm, năng động và chịu được áp lực công việc. THÔNG TIN KHÁC Bằng cấp: Trung cấp Độ tuổi: 23 - 30 Thời gian làm việc: 46h/ tuần Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-da-lat-lam-dong.35C5871B.html
"Mình cần tuyển 1 bạn nữ bán quần áo
Làm tại 09 hecman
Làm ca linh động
Lương theo thoả thuận 098 3124937",1,Tin đăng tìm người bán quần áo tại cửa hàng.,0,"Thiếu địa chỉ cụ thể của công ty/quán xá, chỉ có số điện thoại liên hệ.",content1_step2.csv,
"Cần tuyển thêm 1 bạn nữ phụ bán hàng ( xâu vòng, làm đơn hàng tại nhà)
25k/ giờ, xoay ca theo lịch học
- Yêu cầu : gần khu vực Hoà Cường chăm chỉ, khéo tay , không làm việc riêng ko bấm điện thoại.
Trả lương theo buổi hoặc theo tuần.",1,"Tin tuyển dụng nhân viên bán hàng với yêu cầu cụ thể về vị trí, lương và điều kiện làm việc.",0,"Việc gia công tại nhà (xâu vòng), mức lương thấp, thiếu thông tin rõ ràng về địa chỉ công ty/cá nhân.",content3_step2.csv,
"Cần người làm tại đại lý kho.
:tomato:Không yêu cầu trình độ, kinh nghiệm.
(Thu nhập: 8- 9tr tháng+ đãi ngộ tốt)
:boom:Fulltime: từ 8h sáng - 17h chiều.
:small_blue_diamond:Yêu cầu: 21 tuổi trở lên, thái độ tốt.:hugging_face:
IB …
Xem thêm",1,,0,,facebook.csv,facebook.com
"SHOP THỜI TRANG KIDS - THANH KHÊ
Tuyển nhân viên livestream part-time
:round_pushpin:Công việc:
- Livestream trên tiktok và các nền tảng
:round_pushpin:Yêu cầu:
- Nữ tuổi từ 18-25
- Nhanh nhẹn, hoạt ngôn
- Ngoại hình ưa nhìn
- Thật thà, trung thực
- Không yêu cầu kinh nghiệm 
:round_pushpin:Mức lương: 30k/giờ + thưởng
Thu nhập từ 4-8 triệu/tháng
:round_pushpin:Thời gian làm việc theo ca linh động 
Công việc cụ thể sẽ được trao đổi trực tiếp
:round_pushpin:Liên hệ 0902611065",1,"Tin đăng tuyển nhân viên livestream part-time với yêu cầu cụ thể về công việc, kinh nghiệm và mức lương.",1,"Tin tuyển dụng từ shop thời trang có địa chỉ cụ thể, mức lương hợp lý và mô tả công việc rõ ràng.",content3_step2.csv,
"Hi mọi người, hiện Highlands Coffee TháiGrand (Bình Minh 3 – gần phố đi bộ Bạch Đằng) đang mở rộng ca làm và tuyển thêm nhân sự part-time các vị trí:
• Pha chế
• Thu ngân
• Phục vụ
Quyền lợi: Môi trường trẻ, đào tạo bài bản, thưởng Lễ/Tết, cơ hội thăng tiến.
Lương: từ 25.000đ/giờ.
Yêu cầu: 18+, tốt nghiệp THPT, giao tiếp tốt, yêu thích ngành dịch vụ.
Bạn quan tâm vui lòng comment hoặc inbox để mình gửi form và tư vấn chi tiết.
Cảm ơn mọi người!",1,"Tin đăng tuyển dụng nhân viên part-time với các vị trí cụ thể: Pha chế, Thu ngân, Phục vụ.",1,"Tin tuyển dụng từ Highlands Coffee TháiGrand (có địa chỉ cụ thể), mô tả công việc rõ ràng, lương phù hợp thị trường.",content3_step2.csv,
"Chuyên Viên Thẩm Định Dự Án Công Nghệ Thông Tin
PHÚC LỢI Chế độ bảo hiểm Du Lịch Phụ cấp Đồng phục Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Công tác phí Nghỉ phép năm ĐỊA ĐIỂM Hà Nội MÔ TẢ CÔNG VIỆC - Thẩm định phê duyệt chủ trương các dự án đầu tư/ Dự toán mua sắm. - Lập kế hoạch, tiến độ dự án định kỳ: tháng, quý, năm. - Theo dõi và báo cáo kết quả thực hiện công tác quản lý dự án định kỳ: tuần, tháng, quý, năm. - Thẩm định và trình phê duyệt Kế hoạch lựa chọn nhà thầu, Hồ sơ mời thầu, Hồ sơ yêu cầu các gói thầu thuộc dự án. - Thẩm định và trình phê duyệt kết quả lựa chọn nhà thầu các gói thầu thuộc dự án hoặc tham gia tổ chuyên gia đánh giá HSDT của nhà thầu. - Thẩm định hồ sơ thanh toán các hợp đồng và quyết toán dự án. - Theo dõi, giám sát đánh giá đầu tư dự án. YÊU CẦU CÔNG VIỆC - Nam/nữ. Dưới 40 tuổi. - Tốt nghiệp Đại học trở lên các chuyên ngành Kinh tế/kỹ thuật. Ưu tiên Công nghệ thông tin/ Điện tử viễn thông/kỹ sư điện tử. - Đối với chuyên ngành kinh tế/Kỹ thuật (không phải Công nghệ thông tin/ Điện tử viễn thông/kỹ sư điện tử): Có kinh nghiệm tối thiểu 3 năm trong lĩnh vực thẩm định các dự án lĩnh vực công nghệ, công nghệ thông tin. - Đối với chuyên ngành Công nghệ thông tin/ Điện tử viễn thông/kỹ sư điện tử: Có kinh nghiệm tối thiểu 2 năm trong lĩnh vực thẩm định các dự án lĩnh vực công nghệ, công nghệ thông tin. - Nắm bắt được các quy định hiện hành của Nhà nước về thủ tục đầu tư. - Nắm bắt và thực hiện được các công việc trong quá trình thực hiện dự án qua các khâu: Chuẩn bị đầu tư, Thực hiện đầu tư, Kết thúc đầu tư. - Có khả năng thuyết trình, báo cáo về công việc được triển khai trong quá trình thực hiện dự án. - Có khả năng làm việc độc lập. ĐỊA ĐIỂM LÀM VIỆC Hà Nội 5 Đường Phạm Hùng, Mỹ Đình 2, Nam Từ Liêm, Hà Nội THÔNG TIN KHÁC Bằng cấp: Đại học Hình thức: Nhân viên chính thức Độ tuổi: Không giới hạn tuổi Lương: 15 Tr - 18 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tham-dinh-du-an-cong-nghe-thong-tin.35C58532.html
Cần 1 nam làm trại tại giá đỗ bao ăn ở,1,Cần tìm người làm việc (trại tại giá đỗ),0,"Thiếu địa chỉ cụ thể, có thể là việc gia đình/cá nhân nhưng thiếu thông tin liên hệ rõ ràng.",content2_step2.csv,
"Kế toán trưởng
PHÚC LỢI Chế độ bảo hiểm Du Lịch Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương MÔ TẢ CÔNG VIỆC - Tổ chức công tác kế toán, thống kê và bộ máy kế toán phù hợp với công tác tổ chức sản xuất, kinh doanh theo yêu cầu tồn tại và phát triển của Công ty. - Tổ chức ghi chép tính toán và phản ảnh chính xác, trung thực, kịp thời, đầy đủ toàn bộ tài sản và phân tích kết quả sản xuất kinh doanh của Công ty - Xác định và phản ánh chính xác, kịp thời, đúng chế độ, kết quả kiểm kê tài sản hàng kỳ. Đề xuất xử lý các khoản hao hụt, mất mát, hư hỏng (nếu có). - Xét duyệt các báo cáo kế toán, thống kê và báo cáo tài chính của đơn vị trực thuộc. Lập, tổng hợp đầy đủ và gởi đúng hạn báo cáo kế toán, thống kê và quyết toán tài chính của Công ty theo chế độ qui định. - Tổ chức kiểm tra kế toán trong nội bộ Công ty và các đơn vị trực thuộc (nếu có). - Nghiên cứu các chế độ chính sách trong lĩnh vực thuế, tài chính, thống kê, luật doanh nghiệp… của Nhà nước liên quan đến hoạt động của Công ty nhằm đưa ra cách thực hiện phù hợp. - Tổ chức bảo quản, lưu trữ các tài liệu kế toán, giữ bí mật các tài liệu và số liệu kế toán của Công ty. - Chịu trách nhiệm về số liệu báo cáo tài chính kế toán trước Hội đồng thành viên, BTGĐvà các Cơ quan hữu trách. YÊU CẦU CÔNG VIỆC -         Tốt nghiệp Đại học Tài chính kế toán hoặc Kinh tế trở lên. -         Có Chứng chỉ Kế toán trưởng. -         Có Kinh nghiệm trên 5 năm liên tục trong công tác kế toán viên hoặc trên 03 năm liên tục trong chức vụ Kế toán trưởng các doanh nghiệp. -         Biết sử dụng các phần mềm phổ biến trên máy vi tính và phần mềm về Kế toán ĐỊA ĐIỂM LÀM VIỆC Hồ Chí Minh Vinhomes Grand Park, Phường Long Bình, Thành phố Thủ Đức, Thành phố Hồ Chí Minh 163/1B Quốc Lộ 22, Trung Chánh, Hóc Môn, Hồ Chí Minh THÔNG TIN KHÁC Bằng cấp: Cao đẳng Độ tuổi: 25 - 50 Lương: 15 Tr - 20 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/ke-toan-truong.35C58635.html
Em  nam 2009 cần tìm việc buổi chiều ạ gần hà huy tập chủ thân thiện,1,"Tìm việc buổi chiều gần Hà Huy Tập, thể hiện nhu cầu làm việc.",0,Việc gia đình/cá nhân thiếu thông tin liên hệ rõ ràng. Xưng hô 'Em' không chuyên nghiệp.,content1_step2.csv,
":loudspeaker:Bổ sung nhân lực , cần gấp 3 chị phụ bán hàng
:zap: Sp: Đồ skincare , chăm sóc sức khỏe.
:zap: Thời gian: 8h - 17h (chủ nhật nghỉ)
:zap: Địa chỉ: Thanh Khê - Hải Châu
Chỉ nhận 22t - 45t…",1,,0,,facebook.csv,facebook.com
Tìm nhân viên nữ làm bi a ib mình.mình trao đổi cụ thể,1,Tin nhắn thiếu thông tin về vị trí công việc cụ thể.,0,"Xưng hô thiếu chuyên nghiệp ('mình'), thiếu thông tin cụ thể về công việc và địa chỉ.",content1_step2.csv,
"CAFE MỚI MỞ CẦN NGƯỜI PHỤ VIỆC
:tulip:Yêu cầu : vui vẻ , năng lượng với khách
:tulip:Thời gian hành chính  :  8h00 _ 17h00
:tulip:Thu nhập cơ bản  :  7tr
:tulip:Quyền lợi:
• Làm lâu dài , ổn định
• Môi trường vui vẻ , năng lượng , tích cực
• Tham gia team building , đi du lịch
Liên hệ trực tiếp 0588741484",1,,0,,facebook.csv,facebook.com
"Tuyển NV nail - gội 
Đi làm luôn 
Yếu được đào tạo thêm",1,Văn bản chứa từ khóa 'Tuyển NV' và mô tả công việc cụ thể.,1,Việc làm nail/gội thường có địa chỉ cụ thể. Tin này thiếu địa chỉ nhưng nêu rõ công việc nên khả năng uy tín cao.,content1_step2.csv,
"CV chính/CVCC Data Scientist
PHÚC LỢI Chế độ bảo hiểm Du Lịch Phụ cấp Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Nghỉ phép năm MÔ TẢ CÔNG VIỆC I. Data Acquisition & Feature Engineering: Collaborate with stakeholders to identify and prioritize high-value data sources, including internal databases, external APIs, open data sets, web scraping, and online/offline behavioral data. Design, implement, and maintain robust and scalable data pipelines for ingesting, processing, and transforming data from diverse sources, ensuring data quality, consistency, and security. Conduct in-depth exploratory data analysis to understand data patterns, identify potential biases, and uncover valuable insights. Develop advanced feature engineering techniques, including creating new features from raw data, feature selection, and dimensionality reduction, to enhance model performance. Design and implement a Feature Store to manage and share features across multiple projects and teams, ensuring consistency and reusability. II. Model Development & Deployment: Research, select, and implement machine learning and deep learning algorithms and architectures for a variety of business applications, including predictive modeling, classification, clustering, and recommendation systems, targeted marketing, ads exchange. Build high-performance models using appropriate tools and frameworks (focus on Vertex AI and CDP customer data platform), optimizing for accuracy, scalability, and interpretability. Develop and deploy models in production environments, using containerization technologies (e.g., Docker), cloud platforms, and APIs. Continuously monitor model performance, identify and address performance degradation, and implement strategies for model retraining and updates. YÊU CẦU CÔNG VIỆC Degree in a quantitative field such as Computer Science, Statistics, Mathematics, Operations Research, or a related field. 2+ years of experience in a senior data science or machine learning role, with a proven track record of developing and deploying production-ready models. Deep understanding of statistical modeling, machine learning algorithms, and data mining techniques, including experience with deep learning, natural language processing, and/or computer vision. Expert-level proficiency in Python and relevant data science libraries . Extensive experience with building and deploying data pipelines and machine learning models on cloud platforms (e.g, GCP, CDP, real time) and big data technologies (e.g., Spark, flink). Strong software engineering skills, including experience with version control (e.g., Git), testing, and CI/CD. Excellent communication, presentation, and interpersonal skills, with the ability to translate complex technical concepts into clear, actionable insights for diverse audiences. ĐỊA ĐIỂM LÀM VIỆC Hà Nội Tầng 4,5,6 và 7 số 3 Đặng Thái Thân, phường Phan Chu Trinh, quận Hoàn Kiếm, Hà Nội THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: Không giới hạn tuổi Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/cv-chinh-cvcc-data-scientist.35C5843A.html
":pushpin::pushpin::pushpin:CẦN 04 NAM NỮ BÁN HÀNG LÂU DÀI TẠI THANH KHÊ,HẢI CHÂU :pushpin:
:point_right:YÊU CẦU:TRÊN 20 TUỔI,KO NHẬN SINH VIÊN,VUI VẺ,HOÀ ĐỒNG.
:money_with_wings::money_with_wings:TN:6-8tr/th( có thưởng)
:phone::0799.418.368",1,"Tin tuyển dụng nhân viên bán hàng tại Thanh Khê, Hải Châu.",0,"Thiếu địa chỉ cụ thể, xưng hô thiếu chuyên nghiệp ('📌📌📌')",content3_step2.csv,
"Nhân viên kinh doanh (MỚI)
MÔ TẢ CÔNG VIỆC Giới thiệu về Villafences: Được thành lập từ tháng 7 năm 2008, Công ty TNHH Xây Dựng Hàng Rào Biệt Thự (Villafences) tiền thân là Công ty liên doanh cùng tập đoàn Pegasus Maria (Australia). Với sự hỗ trợ công nghệ của tập đoàn Pegasus Maria, Villafences đã đầu tư dây chuyền sản xuất hiện đại cùng với đội ngũ nhân lực chất lượng cao. Tháng 11 năm 2008, Villafences chính thức bước vào giai đoạn hoạt động độc lập và tiếp tục phát triển đến ngày hôm nay. Gần 2 thập kỷ cùng nhiều thành tựu to lớn, Villafences đã trở thành một trong những doanh nghiệp dẫn đầu Việt Nam trong ngành Thiết kế - Sản xuất - Thi công và Cung cấp các hạng mục sắt nghệ thuật trang trí (cửa cổng, lan can, canopy, cầu thang, ...), hợp kim nhôm đúc cao cấp, kết cấu thép công trình, mặt dựng kim loại, cảnh quan, .... Khách hàng của Villafences chia làm 2 khối: Khối dân dụng, chính là chủ của các dinh thự lớn nhất. Nếu bạn là thành viên của Villafences bạn sẽ có cơ hội tiếp xúc, trao đổi, trở thành đối tác với các đại gia. Qua đó bạn có thể học hỏi và thay đổi cuộc sống của bạn. Khối các dự án lớn, Villafences là đối tác của hàng loạt các chủ đầu tư, tổng thầu lớn như Masterise, Central, Delta, Novaland, Vingroup, Sungroup, Hưng Thịnh, Ricons, Vạn Phúc, Khang Điền….. Mô tả công việc: Chăm sóc khách hàng từ nguồn Marketing hoặc TP Kinh doanh, bên cạnh đó mở rộng mạng lưới khách hàng (khách hàng của Công ty là các chủ nhà xây biệt thự, chủ đầu tư xây dựng, công ty tư vấn thiết kế, tổng thầu xây dựng công trình lớn…). Gọi điện, tiếp cận, gửi catalogue, hồ sơ năng lực, tư vấn sản phẩm dịch vụ của Công ty. Đề nghị thiết kế 3D để gửi mẫu cho khách hàng Đề nghị tính giá để gửi báo giá cho khách hàng Tham gia đàm phán, thương thảo hợp đồng Theo dõi quá trình thực hiện Hợp đồng. 70% thời gian ở văn phòng Công ty, 30% thời gian đi gặp khách/công trình khi có phát sinh Quyền lợi: Lương cứng 7 triệu + Hoa hồng kinh doanh khi ký được hợp đồng Được đề nghị chi hoa hồng cho đối tác giới thiệu thông tin khi ký được hợp đồng Được đào tạo kiến thức và kỹ năng trong công việc trực tiếp từ GĐ/PGĐ Kinh doanh - những người có nhiều năm kinh nghiệm trong ngành. Được các trưởng nhóm Kinh doanh dẫn dắt, cầm tay chỉ việc tận tình. Thời gian làm việc: 8h30-17h30 từ thứ 2 đến trưa thứ 7 Nhiều cơ hội thăng tiến ở các vị trí trưởng nhóm Kinh doanh, trưởng phòng Kinh doanh và Giám đốc Kinh doanh. YÊU CẦU CÔNG VIỆC Đam mê làm kinh doanh & có hoài bão phát triển trong sự nghiệp Khả năng giao tiếp và đàm phán tốt Không ngại khó, chủ động trong việc tìm kiếm, tiếp cận khách hàng, mở rộng tập khách hàng Ngoại hình khá, nhanh nhẹn ĐỊA ĐIỂM LÀM VIỆC Hồ Chí Minh 2 Nguyễn Thế Lộc, Phường 12, Tân Bình, Thành phố Hồ Chí Minh THÔNG TIN KHÁC Bằng cấp: Trung cấp Thời gian thử việc: 2 tháng Độ tuổi: 21 - 32 Thời gian làm việc: 8g30-17g30 Ngày nghỉ: Chiều thứ 7 và chủ nhật Lương: 7 Tr - 7 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C6014F.html
":pushpin: MỞ RỘNG THỊ TRƯỜNG ĐÀ NẴNG
:mega: MÌNH ĐANG CẦN 3 BẠN BÁN  HÀNG
- VỀ CÁC DÒNG SẢN PHẨM SẠCH VỀ MẸ và BÉ  ( ko cần kinh nghiệm )
- Nữ tuổi từ :19 - 45 ( ko cần ngoại hình )
:alarm_clock: Thời gian : - Sáng : 8h-11h30
- Chiều : 1h30 -5h ( trưa nghĩ 2 tiếng , làm từ t2 đến t7, nghĩ chủ nhật )
:dollar: Thu nhập : 5.000.000 - 7.000.000
:phone: Chi tiết liên hệ hoặc ib zalo : 0366245644 nhận việc",1,,0,,facebook.csv,facebook.com
":mega:""Cần Bổ sung 3 bạn lên đơn,báo giá,kiểm hàng,Phụ làm lâu dài Đà Nẵng""
:balloon:Nữ 19-50/Nam 20-30t(Hết học)
:sparkles:Ca sáng:8h-11h30
:sparkles:Ca Chiều:13h30-17h(nghỉ trưa 2 tiếng)-[Full 9tr/T]
:point_right:Nghiêm túc chịu khó cần việc Lh Zalo/Sđt [ 0357695843 ] #vieclamdanang",1,,0,,facebook.csv,facebook.com
":coffee::coffee::coffee::coffee:GIAOCoffee - 17 Hà Văn Tính cần tuyển:
2 NU ~ nhân viên phục vụ, có xoay ca theo lịch học cho các bạn sv !
**Địa chỉ: 17 Hà Văn Tính, Hòa Khánh Nam, Liên Chiểu( đối diện cổng KTX DMC Phía Tây)
:phone::phone::phone: Yêu cầu: ngoại hình sáng, nhanh nhẹn, trung thực, không cần kinh nghiệm !
:fire::fire::fire: Quyền lợi: Lương 15-18k, thưởng chuyên cần, tăng lương sau tháng đầu, uống nước ở quán nửa giá, môi trường làm việc thoải mái !
Ib hoặc gọi 0973373295(c Trinh) để ứng tuyển đi làm ngay !",1,Tin đăng tuyển dụng nhân viên phục vụ tại quán cafe.,1,Tin tuyển dụng từ quán cafe với địa chỉ cụ thể. Mức lương phù hợp.,content3_step2.csv,
"Cần tuyển gấp nam bảo vệ các ca sau:
Ca 24 nghỉ 24
Lương 5tr/tháng
Số lượng: 04 nhân viên
Mục tiêu cơ quan, tối nghỉ ngơi
Độ tuổi: 20-60t
LH trao đổi: 0948214466 (gọi điện hoặc zl)",1,,0,,facebook.csv,facebook.com
"Quán tuyển thêm 1 nam/nữ order, phục vụ ca chiều tối, 22k/h, bao ăn
0963806514",1,Tin tuyển dụng nhân viên order với mức lương và thông tin liên hệ rõ ràng.,1,"Việc quán xá, có lương/giờ cụ thể, có số điện thoại liên hệ.",content3_step2.csv,
"Trưởng Ca Kỹ Thuật
PHÚC LỢI Laptop Chế độ bảo hiểm Du Lịch Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Nghỉ phép năm MÔ TẢ CÔNG VIỆC 1. Trách nhiệm chính: - Trưởng ca kỹ thuật là thành viên của tổ Kỹ thuật chịu trách nhiệm duy trì, vận hành, sửa chữa và phục vụ các hoạt động kỹ thuật của tòa nhà - Thực hiện, giám sát và hỗ trợ các nhân viên kỹ thuật trong ca làm việc. 2. Công việc chính: - Vận hành, kiểm tra, bảo dưỡng định kỳ các thiết bị thuộc hệ thống M&E bao gồm: điện, nước, điều hòa không khí (hệ thống điều hòa trung tâm), PCCC, thang máy, ... trong tòa nhà nhằm đảm bảo các trang thiết bị hoạt động an toàn, ổn định. - Tham gia sửa chữa, bảo trì thiết bị, hệ thống khi có hư hỏng, sự cố; khắc phục sự cố. - Thực hiện các công việc bảo trì thường xuyên theo checklist tại các khu vực được phân công. - Tuân thủ đầy đủ các yêu cầu chuyên môn kỹ thuật, an toàn lao động và quy định về phòng cháy chữa cháy; - Tiếp nhận và giải đáp thắc mắc từ cư dân / khách hàng, hỗ trợ các ca trực khác khi có yêu cầu; - Tuân thủ các quyết định điều động của cấp trên trong các trường hợp khẩn cấp; - Phụ trách kiểm soát tất cả các hoạt động của ca làm việc. - Báo cáo Kĩ sư trưởng khi có các sự cố trong thi công, tiến trình các công việc. - Các công việc khác khi có sự yêu cầu từ cấp trên. YÊU CẦU CÔNG VIỆC - Tốt nghiệp cao đẳng trở lên các chuyên ngành điện, tự động hoá, điện lạnh, cơ khí. - Có tối thiểu 4-5 năm kinh nghiệm ở vị trí tương đương. - Hiểu biết về các tài liệu kỹ thuật, bản vẽ kỹ thuật liên quan đến hệ thống kỹ thuật Tòa nhà, đặc biệt Tòa nhà văn phòng - Hiểu biết về hệ thống vận hành, điều khiển các hệ thống kỹ thuật. - Có kiến thức và nghiệp vụ quản lý Tòa nhà. - Có kiến thức về an toàn, phòng chống cháy nổ, chữa cháy, nổ. - Có kiến thức về tư vấn giám sát thi công, lắp đặt thiết bị công trình. - Sử dụng được tiếng Anh cơ bản - Biết vẽ Autocad là một lợi thế ĐỊA ĐIỂM LÀM VIỆC Hà Nội 83B Lý Thường Kiệt, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội THÔNG TIN KHÁC Bằng cấp: Trung cấp Giới tính: Nam Độ tuổi: Không giới hạn tuổi Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/truong-ca-ky-thuat.35C5C636.html
":1st_place_medal:Chỗ mình đang cần người phụ bán hàng các mặt hàng organic.
:1st_place_medal:Thời gian từ 8h đến 17h chiều
:1st_place_medal:Có thể làm cả ngày hay 1 buổi.
 - Thời gian: 
+ Sáng từ 8h - 11h30
+ Chiều từ 13h30 - 17h00
:1st_place_medal:Tuổi 
+Nam từ 20 tuổi - 30 tuổi
+Nữ từ 20 tuổi - 55 tuổi
Bạn nào có nhu cầu xin liên hệ 0932580161",1,"Mô tả vị trí làm việc cụ thể (phụ bán hàng), yêu cầu tuổi tác và thời gian làm việc.",0,Thiếu địa chỉ công ty/quán xá. Xưng hô 'Bạn nào' thiếu chuyên nghiệp.,content2_step2.csv,
"NHÂN VIÊN HÀNH CHÍNH & TUYỂN DỤNG
PHÚC LỢI Chế độ bảo hiểm Phụ cấp Nghỉ phép năm MÔ TẢ CÔNG VIỆC - Chịu trách nhiệm chính về công tác hành chính và tuyển dụng - Cấp phát VPP, đồng phục cho các phòng ban, nhân viên. -Thực hiện thanh toán các chi phí phát sinh văn phòng. - Mở thẻ ATM cho Nhân viên mới - Đề xuất thăm hỏi, phúc lợi hiếu, hỉ cho CBCNV. - Thực hiện kiểm kê tài sản cuối năm, gửi báo cáo Ban Giám đốc. - Đặt vé máy bay, khách sạn cho khách hoặc CBNV công ty. Phối hợp với đơn vị dịch vụ chuẩn bị thủ tục hồ sơ apec, visa cho BGĐ - Kiểm tra, giám sát, hướng dẫn CBNV thực hiện ATLĐ, VSLĐ, PCCC, môi trường 1. Tuyển dụng nhân viên Văn phòng và Công nhân Sản xuất · Tiếp nhận yêu cầu tuyển dụng, tổng hợp thông tin tuyển dụng từ các phòng ban, chi nhánh. · Thông báo tuyển dụng, tìm kiếm các kênh tuyển dụng phù hợp, chất lượng, đăng tuyển, sàn lọc hồ sơ, xếp lịch phỏng vấn, phỏng vấn sơ tuyển. · Theo dõi kết quả thử việc (nhận kết quả đánh giá thử việc từ trưởng bộ phận), hoàn tất chương trình thử việc. 2. QUAN HỆ CÔNG VIỆC 2.1 Nội bộ: 1. Phó giám đốc Điều hành: nhận nhiệm vụ và trao đổi các nội dung liên quan đến công việc. 2. Chuyên viên C&B: Phối hợp và hỗ trợ để xử lý công việc nhịp nhàng, hiệu quả cao 3. Các Phòng/ban khác: duy trì mối quan hệ với các phòng ban nhằm đảm bảo công việc được giao. 2.2 Bên ngoài Liên hệ và duy trì mối quan hệ với các đối tác trong phạm vi công việc cho phép, dưới sự phân công của quản lý trực tiếp. ******* PHÚC LỢI · Thu nhập (gross). Từ 10-12 triệu đồng / tháng (thỏa thuận theo kinh nghiệm và năng lực) · Phụ cấp cơm trưa, phụ cấp điện thoại. · Được hưởng đầy đủ quyền lợi về Bảo hiểm xã hội theo luật lao động hiện hành · Lương tháng 13 · Thưởng các ngày lễ lớn 8/3,20/10, 30/4,1/5,2/9, Thưởng tết tây, quà cho con nhân viên ngày 1/6 và Tết Trung thu, quà sinh nhật nhân viên. · Phép năm được sử dụng khi ký hợp đồng lao động chính thức. · Được công ty mua bảo hiểm sức khỏe 24/24. . Chế độ hiếu , hỉ và các phúc lợi khác theo quy định công ty YÊU CẦU CÔNG VIỆC -Tốt nghiệp cao đẳng /đại học chuyên ngành Hành chính / Thư ký, Luật / pháp lý, nhân sự hoặc chuyên ngành liên quan. - 02 năm kinh nghiệm làm việc ở vị trí hành chính nhân sự, ưu tiên có kinh nghiệm phụ trách tuyển dụng ở công ty sản xuất quy mô trên 100 nhân viên. - Am hiểu Luật Lao động và các quy định của Công ty. * TIÊU CHUẨN NHÂN VIÊN  · Giao tiếp, thương lượng · Quản lý thời gian. · Giải quyết vấn đề · Làm việc nhóm. · Cẩn thận, chăm chỉ · Tinh thần trách nhiệm, tinh thần đồng đội, hợp tác, chủ động trong công việc · Trung thực. · Khách quan, công bằng ĐỊA ĐIỂM LÀM VIỆC Hồ Chí Minh 90/8 Phan Văn Hớn, Quận 12, Hồ Chí Minh THÔNG TIN KHÁC Bằng cấp: Cao đẳng Giới tính: Nữ Độ tuổi: 25 - 40 Lương: 10 Tr - 12 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-hanh-chinh-tuyen-dung.35C5E6A4.html
"CHỊ ĐANG CẦN GẤP 2 BẠN Nữ phụ bán hàng đồ uống
thời gian : 8h-17h
tháng : 7 triệu 2
liên hệ ngay : 0931641158",1,,0,,facebook.csv,facebook.com
